,Week,Year,Gross,Gross_Diff,Pot_Gross,Potential_Gross_Percent,Average_Paid_Ticket,Top_Ticket,Seats_Sold,Total_Seats,Performances,Capacity,Capacity_Diff,Show_Name,,,,
10,10/31/1993,1993,"$129,548 ","($31,875)",$0 ,,$0.00 ,$0.00 ,4732,0,8,0.00%,0.00%,Wonderful Tennessee,1993,,,
7,1/2/2005,2005,"$772,385 ","$331,351 ","$949,032 ",81.39%,$81.75 ,$95.00 ,9448,11496,8,82.20%,26.10%,Wonderful Town,2005,,,
8,1/9/2005,2005,"$443,118 ","($329,267)","$949,032 ",46.69%,$65.41 ,$95.00 ,6774,11496,8,58.90%,-23.30%,Wonderful Town,2005,,,
9,1/16/2005,2005,"$506,530 ","$63,412 ","$949,032 ",53.37%,$69.62 ,$95.00 ,7276,11496,8,63.30%,4.40%,Wonderful Town,2005,,,
10,1/23/2005,2005,"$373,957 ","($132,573)","$949,032 ",39.40%,$65.17 ,$95.00 ,5738,11496,8,49.90%,-13.40%,Wonderful Town,2005,,,
11,1/30/2005,2005,"$502,476 ","$128,519 ","$949,032 ",52.95%,$65.53 ,$95.00 ,7668,11496,8,66.70%,16.80%,Wonderful Town,2005,,,
7,10/13/1991,1991,"$27,462 ","$27,462 ",$0 ,,$0.00 ,$0.00 ,1390,0,4,0.00%,0.00%,Wonderhouse,1991,,,
8,10/20/1991,1991,"$35,777 ","$8,315 ",$0 ,,$0.00 ,$0.00 ,2154,0,8,0.00%,0.00%,Wonderhouse,1991,,,
9,10/27/1991,1991,"$32,792 ","($2,985)",$0 ,,$0.00 ,$0.00 ,1795,0,8,0.00%,0.00%,Wonderhouse,1991,,,
7,3/27/2011,2011,"$588,153 ","$588,153 ","$1,432,024 ",41.07%,$48.60 ,$200.00 ,12103,12896,8,93.90%,0.00%,Wonderland,2011,,,
8,4/3/2011,2011,"$511,817 ","($76,336)","$1,259,536 ",40.64%,$52.07 ,$200.00 ,9830,11284,7,87.10%,87.10%,Wonderland,2011,,,
9,4/10/2011,2011,"$454,214 ","($57,603)","$1,432,024 ",31.72%,$44.71 ,$200.00 ,10158,12896,8,78.80%,-8.30%,Wonderland,2011,,,
10,4/17/2011,2011,"$470,806 ","$16,592 ","$1,259,536 ",37.38%,$40.04 ,$200.00 ,11757,12896,8,91.20%,12.40%,Wonderland,2011,,,
11,4/24/2011,2011,"$900,426 ","$429,620 ","$1,432,024 ",62.88%,$72.60 ,$200.00 ,12403,12896,8,96.20%,5.00%,Wonderland,2011,,,
12,5/1/2011,2011,"$569,842 ","($330,584)","$1,432,024 ",39.79%,$60.03 ,$200.00 ,9492,12896,8,73.60%,-22.60%,Wonderland,2011,,,
13,5/8/2011,2011,"$511,446 ","($58,396)","$1,432,024 ",35.71%,$58.53 ,$200.00 ,8738,12896,8,67.80%,-5.80%,Wonderland,2011,,,
14,5/15/2011,2011,"$432,267 ","($79,179)","$1,432,024 ",30.19%,$42.53 ,$200.00 ,10165,12896,8,78.80%,11.00%,Wonderland,2011,,,
7,1/6/2008,2008,"$230,398 ","($101,755)","$501,040 ",45.98%,$69.88 ,$226.25 ,3297,4768,8,69.10%,-9.00%,Xanadu,2008,,,
8,1/13/2008,2008,"$173,750 ","($56,648)","$501,040 ",34.68%,$63.81 ,$226.25 ,2723,4768,8,57.10%,-12.00%,Xanadu,2008,,,
9,1/20/2008,2008,"$218,989 ","$45,239 ","$501,040 ",43.71%,$65.90 ,$226.25 ,3323,4768,8,69.70%,12.60%,Xanadu,2008,,,
10,1/27/2008,2008,"$162,947 ","($56,042)","$501,040 ",32.52%,$66.51 ,$226.25 ,2450,4768,8,51.40%,-18.30%,Xanadu,2008,,,
11,2/3/2008,2008,"$153,328 ","($9,619)","$501,040 ",30.60%,$63.10 ,$226.25 ,2430,4768,8,51.00%,-0.40%,Xanadu,2008,,,
12,2/10/2008,2008,"$194,215 ","$40,887 ","$501,040 ",38.76%,$65.52 ,$226.25 ,2964,4768,8,62.20%,11.20%,Xanadu,2008,,,
13,2/17/2008,2008,"$224,777 ","$30,562 ","$501,040 ",44.86%,$70.37 ,$226.25 ,3194,4768,8,67.00%,4.80%,Xanadu,2008,,,
14,2/24/2008,2008,"$201,788 ","($22,989)","$501,040 ",40.27%,$61.56 ,$226.25 ,3278,4768,8,68.80%,1.80%,Xanadu,2008,,,
15,3/2/2008,2008,"$162,635 ","($39,153)","$501,040 ",32.46%,$61.35 ,$226.25 ,2651,4768,8,55.60%,-13.20%,Xanadu,2008,,,
16,3/9/2008,2008,"$175,833 ","$13,198 ","$501,040 ",35.09%,$65.56 ,$226.25 ,2682,4768,8,56.30%,0.70%,Xanadu,2008,,,
17,3/16/2008,2008,"$191,826 ","$15,993 ","$501,040 ",38.29%,$62.83 ,$226.25 ,3053,4768,8,64.00%,7.70%,Xanadu,2008,,,
18,3/23/2008,2008,"$249,676 ","$57,850 ","$501,040 ",49.83%,$64.30 ,$226.25 ,3883,4768,8,81.40%,17.40%,Xanadu,2008,,,
19,3/30/2008,2008,"$263,325 ","$13,649 ","$501,040 ",52.56%,$67.68 ,$226.25 ,3891,4768,8,81.60%,0.20%,Xanadu,2008,,,
20,4/6/2008,2008,"$165,593 ","($97,732)","$501,040 ",33.05%,$64.18 ,$226.25 ,2580,4768,8,54.10%,-27.50%,Xanadu,2008,,,
21,4/13/2008,2008,"$168,990 ","$3,397 ","$501,040 ",33.73%,$65.10 ,$226.25 ,2596,4768,8,54.40%,0.30%,Xanadu,2008,,,
22,4/20/2008,2008,"$161,901 ","($7,089)","$501,040 ",32.31%,$61.96 ,$226.25 ,2613,4768,8,54.80%,0.40%,Xanadu,2008,,,
23,4/27/2008,2008,"$226,491 ","$64,590 ","$501,040 ",45.20%,$65.31 ,$226.25 ,3468,4768,8,72.70%,17.90%,Xanadu,2008,,,
24,5/4/2008,2008,"$211,007 ","($15,484)","$501,040 ",42.11%,$67.24 ,$226.25 ,3138,4768,8,65.80%,-6.90%,Xanadu,2008,,,
25,5/11/2008,2008,"$218,615 ","$7,608 ","$501,040 ",43.63%,$66.47 ,$226.25 ,3289,4768,8,69.00%,3.20%,Xanadu,2008,,,
26,5/18/2008,2008,"$228,658 ","$10,043 ","$501,040 ",45.64%,$69.42 ,$226.25 ,3294,4768,8,69.10%,0.10%,Xanadu,2008,,,
27,5/25/2008,2008,"$218,887 ","($9,771)","$501,040 ",43.69%,$61.01 ,$226.25 ,3588,4768,8,75.30%,6.20%,Xanadu,2008,,,
28,6/1/2008,2008,"$162,193 ","($56,694)","$501,040 ",32.37%,$58.98 ,$226.25 ,2750,4768,8,57.70%,-17.60%,Xanadu,2008,,,
29,6/8/2008,2008,"$187,244 ","$25,051 ","$501,040 ",37.37%,$64.15 ,$226.25 ,2919,4768,8,61.20%,3.50%,Xanadu,2008,,,
30,6/15/2008,2008,"$209,970 ","$22,726 ","$501,040 ",41.91%,$60.88 ,$226.25 ,3449,4768,8,72.30%,11.10%,Xanadu,2008,,,
31,6/22/2008,2008,"$245,632 ","$35,662 ","$501,040 ",49.02%,$60.56 ,$226.25 ,4056,4768,8,85.10%,12.80%,Xanadu,2008,,,
32,6/29/2008,2008,"$269,188 ","$23,556 ","$501,040 ",53.73%,$63.83 ,$226.25 ,4217,4768,8,88.40%,3.30%,Xanadu,2008,,,
33,7/6/2008,2008,"$238,949 ","($30,239)","$501,040 ",47.69%,$58.55 ,$226.25 ,4081,4768,8,85.60%,-2.80%,Xanadu,2008,,,
34,7/13/2008,2008,"$216,449 ","($22,500)","$501,040 ",43.20%,$67.01 ,$226.25 ,3230,4768,8,67.70%,-17.90%,Xanadu,2008,,,
35,7/20/2008,2008,"$242,649 ","$26,200 ","$501,040 ",48.43%,$68.27 ,$226.25 ,3554,4768,8,74.50%,6.80%,Xanadu,2008,,,
36,7/27/2008,2008,"$241,048 ","($1,601)","$501,040 ",48.11%,$68.50 ,$226.25 ,3519,4768,8,73.80%,-0.70%,Xanadu,2008,,,
37,8/3/2008,2008,"$316,205 ","$75,157 ","$501,040 ",63.11%,$76.27 ,$226.25 ,4146,4768,8,87.00%,13.20%,Xanadu,2008,,,
38,8/10/2008,2008,"$347,813 ","$31,608 ","$501,040 ",69.42%,$78.28 ,$226.25 ,4443,4768,8,93.20%,6.20%,Xanadu,2008,,,
39,8/17/2008,2008,"$362,983 ","$15,170 ","$501,040 ",72.45%,$83.12 ,$226.25 ,4367,4768,8,91.60%,-1.60%,Xanadu,2008,,,
40,8/24/2008,2008,"$339,549 ","($23,434)","$501,040 ",67.77%,$85.29 ,$226.25 ,3981,4768,8,83.50%,-8.10%,Xanadu,2008,,,
41,8/31/2008,2008,"$355,487 ","$15,938 ","$501,040 ",70.95%,$84.12 ,$226.25 ,4226,4768,8,88.60%,5.10%,Xanadu,2008,,,
42,9/7/2008,2008,"$261,194 ","($94,293)","$501,040 ",52.13%,$77.62 ,$226.25 ,3365,4768,8,70.60%,-18.00%,Xanadu,2008,,,
43,9/14/2008,2008,"$166,695 ","($94,499)","$501,040 ",33.27%,$55.47 ,$226.25 ,3005,4768,8,63.00%,-7.60%,Xanadu,2008,,,
44,9/21/2008,2008,"$162,616 ","($4,079)","$501,040 ",32.46%,$55.94 ,$226.25 ,2907,4768,8,61.00%,-2.00%,Xanadu,2008,,,
45,9/28/2008,2008,"$223,962 ","$61,346 ","$501,040 ",44.70%,$57.57 ,$226.25 ,3890,4768,8,81.60%,20.60%,Xanadu,2008,,,
7,1/4/2015,2015,"$610,186 ","($40,063)","$986,088 ",61.88%,$91.33 ,$250.00 ,6681,8584,8,77.80%,-2.30%,You Can't Take It With You,2015,,,
8,1/11/2015,2015,"$392,715 ","($217,471)","$986,088 ",39.83%,$74.63 ,$250.00 ,5262,8584,8,61.30%,-16.50%,You Can't Take It With You,2015,,,
9,1/18/2015,2015,"$445,041 ","$52,326 ","$994,420 ",44.75%,$75.65 ,$250.00 ,5883,8584,8,68.50%,7.20%,You Can't Take It With You,2015,,,
10,1/25/2015,2015,"$441,995 ","($3,046)","$986,088 ",44.82%,$78.74 ,$250.00 ,5613,8584,8,65.40%,-3.10%,You Can't Take It With You,2015,,,
11,2/1/2015,2015,"$354,139 ","($87,856)","$970,728 ",36.48%,$71.03 ,$250.00 ,4986,8584,8,58.10%,-7.30%,You Can't Take It With You,2015,,,
12,2/8/2015,2015,"$334,244 ","($19,895)","$970,728 ",34.43%,$74.16 ,$250.00 ,4507,8584,8,52.50%,-5.60%,You Can't Take It With You,2015,,,
13,2/15/2015,2015,"$412,057 ","$77,813 ","$979,060 ",42.09%,$79.75 ,$250.00 ,5167,8584,8,60.20%,7.70%,You Can't Take It With You,2015,,,
14,2/22/2015,2015,"$403,767 ","($8,290)","$970,728 ",41.59%,$72.44 ,$250.00 ,5574,8584,8,64.90%,4.70%,You Can't Take It With You,2015,,,
